Dia;jan-00;fev-00;mar-00;abr-00;mai-00;jun-00;jul-00;ago-00;set-00;out-00;nov-00;dez-00;jan-01;fev-01;mar-01;abr-01;mai-01;jun-01;jul-01;ago-01;set-01;out-01;nov-01;dez-01;Dia;jan-02;fev-02;mar-02;abr-02;mai-02;jun-02;jul-02;ago-02;set-02;out-02;nov-02;dez-02;Dia;jan-03;fev-03;mar-03;abr-03;mai-03;jun-03;jul-03;ago-03;set-03;out-03;nov-03;dez-03;Dia;jan-04;fev-04;mar-04;abr-04;mai-04;jun-04;jul-04;ago-04;set-04;out-04;nov-04;dez-04;Dia;jan-05;fev-05;mar-05;abr-05;mai-05;jun-05;jul-05;ago-05;set-05;out-05;nov-05;dez-05;Dia;jan-06;fev-06;mar-06;abr-06;mai-06;jun-06;jul-06;ago-06;set-06;out-06;nov-06;dez-06;Dia;jan-07;fev-07;mar-07;abr-07;mai-07;jun-07;jul-07;ago-07;set-07;out-07;nov-07;dez-07;Dia;jan-08;fev-08;mar-08;abr-08;mai-08;jun-08;jul-08;ago-08;set-08;out-08;nov-08;dez-08;Dia;jan-09;fev-09;mar-09;abr-09;mai-09;jun-09;jul-09;ago-09;set-09;out-09;nov-09;dez-09;Dia;jan-10;fev-10;mar-10;abr-10;mai-10;jun-10;jul-10;ago-10;set-10;out-10;nov-10;dez-10;Dia;jan-11;fev-11;mar-11;abr-11;mai-11;jun-11;jul-11;ago-11;set-11;out-11;nov-11;dez-11;Dia;jan-12;fev-12;mar-12;abr-12;mai-12;jun-12;jul-12;ago-12;set-12;out-12;nov-12;dez-12;Dia;jan-13;fev-13;mar-13;abr-13;mai-13;jun-13;jul-13;ago-13;set-13;out-13;nov-13;dez-13;Dia;jan-14;fev-14;mar-14;abr-14;mai-14;jun-14;jul-14;ago-14;set-14;out-14;nov-14;dez-14;Dia;jan-15;fev-15;mar-15;abr-15;mai-15;jun-15;jul-15;ago-15;set-15;out-15;nov-15;dez-15;jan-16;fev-16;mar-16;abr-16;mai-16;jun-16;jul-16;ago-16;set-16;out-16;nov-16;dez-16
10;0.0;5.5;0.0;0.0;8.0;10.4;0.0;18.7;0.0;5.0;0.0;0.0;4.4;18.4;2.6;0.0;7.0;1.1;0.0;0.0;1.6;21.6;0.1;7.2;10;0.0;0.4;0.0;0.0;0.3;3.6;0.0;0.0;1.0;0.0;22.9;11.0;10;28.8;19.0;0.0;2.8;5.0;0.0;13.4;0.0;30.0;55.6;0.0;0.0;10;0.0;12.8;0.0;27.2;0.0;0.0;13.8;0.0;0.0;0.0;17.6;118.6;10;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.1;9.7;10;0.0;89.3;29.3;0.1;0.0;0.0;17.4;0.0;0.0;0.0;0.3;0.0;10;0.0;0.5;0.7;1.7;0.6;0.0;0.0;0.0;0.0;0.2;3.0;3.4;10;0.0;5.3;0.0;10.9;9.6;0.0;0.0;0.0;0.0;0.0;45.8;11.7;10;0.6;2.0;0.0;0.0;0.0;10.0;30.2;9.6;1.4;1.1;0.0;6.6;10;7.9;10.2;0.0;5.3;0.2;0.3;0.5;3.0;0.0;2.4;84.4;0.3;10;32.2;11.8;0.2;5.1;1.7;0.0;0.0;13.0;0.1;0.8;0.0;4.4;10;8.6;10.0;2.6;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.1;0.0;10;60.2;9.4;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.4;10;0.0;0.0;0.0;0.0;23.8;12.4;59.3;0.2;0.0;0.0;0.0;24.2;10;0.0;5.4;0.6;0.0;26.8;0.0;0.0;0.0;12.6;0.0;0.2;0.0;9.2;0.0;31.8;0.0;1.0;0.2;0.0;0.0;0.0;0.2;9.8;2.8
11;0.0;2.8;3.0;0.0;1.4;0.0;0.0;4.4;0.4;0.6;0.0;0.0;11.4;0.0;16.8;32.5;16.0;0.1;4.9;15.8;11.8;0.0;24.4;4.4;11;12.7;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;45.0;14.0;11;0.2;2.3;0.0;0.0;0.0;0.0;3.4;0.8;0.0;56.8;0.0;0.0;11;0.0;0.3;0.0;1.0;0.0;0.0;1.8;0.0;52.0;0.0;1.6;35.5;11;126.0;27.6;0.0;0.0;0.0;0.0;0.0;0.0;2.7;1.3;0.0;15.6;11;0.0;0.4;6.4;0.0;3.6;5.9;0.0;0.0;0.0;0.0;0.3;4.9;11;0.0;49.7;59.8;0.0;0.0;0.0;18.8;6.3;0.0;0.0;47.8;17.4;11;3.6;12.5;1.0;0.0;1.8;0.0;0.0;0.0;0.2;0.4;2.9;21.1;11;0.0;10.0;11.4;0.0;0.0;31.5;51.2;10.0;1.4;0.0;7.2;0.6;11;19.8;8.7;0.0;7.1;0.4;20.2;0.0;0.0;0.0;0.5;16.8;23.5;11;38.9;0.0;0.0;0.8;0.0;0.0;0.0;0.0;1.3;8.9;0.2;0.0;11;3.2;14.6;0.7;0.0;0.8;25.6;2.6;0.0;0.1;19.4;0.0;0.0;11;0.0;10.9;37.8;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;33.2;11;35.4;0.0;59.2;0.0;0.1;0.7;2.0;0.0;0.0;0.0;0.0;3.6;11;0.0;0.0;3.0;0.2;0.0;6.0;1.2;0.2;16.8;0.0;0.0;0.0;4.4;39.4;13.0;0.0;0.4;0.2;0.0;0.2;0.2;0.2;2.0;19.8
12;56.0;29.7;0.4;0.0;0.0;0.0;2.8;0.1;23.1;0.0;2.4;0.0;0.0;31.5;0.0;0.0;45.2;0.1;3.6;0.0;0.0;1.3;0.0;8.5;12;38.6;0.0;0.0;2.8;0.0;1.6;18.8;0.0;0.0;0.0;80.0;0.0;12;13.8;32.3;4.8;0.0;0.0;0.0;1.8;0.1;0.0;56.8;0.0;0.0;12;41.4;0.3;4.0;0.2;0.0;15.5;0.0;0.0;43.0;0.0;7.7;0.0;12;45.8;2.4;0.0;0.0;0.0;0.0;0.0;0.0;25.4;0.0;0.0;33.3;12;0.0;0.8;2.0;0.0;46.5;0.4;0.0;0.0;0.0;16.5;30.0;0.3;12;4.6;2.2;17.2;0.0;0.0;0.0;1.2;1.7;0.0;0.0;8.8;70.6;12;62.1;9.1;14.8;0.0;0.0;1.2;0.0;0.0;5.2;0.1;9.0;7.7;12;0.0;63.2;7.4;1.0;0.0;3.1;0.0;0.0;1.4;15.0;0.2;14.0;12;48.0;0.1;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;7.6;3.7;12;3.1;0.0;1.8;36.4;5.6;0.0;0.0;0.0;0.1;9.3;8.0;0.0;12;0.0;109.2;0.0;0.0;10.8;1.4;7.9;0.0;0.1;51.4;7.8;0.2;12;3.8;32.2;0.0;15.2;0.0;9.4;0.0;0.0;0.0;0.0;1.6;10.9;12;3.0;0.0;33.0;48.5;0.0;0.0;0.0;0.8;0.0;0.0;0.0;14.8;12;0.0;0.0;2.0;0.0;31.0;14.6;0.0;0.0;27.0;0.0;0.4;30.2;0.2;0.0;0.0;0.0;6.4;0.2;0.0;0.0;0.0;3.0;52.0;28.8
13;0.0;8.8;0.0;0.0;0.1;0.0;0.2;0.0;0.2;1.9;48.4;0.0;0.0;5.8;0.0;0.0;20.5;0.0;0.1;0.0;7.1;0.0;0.0;15.7;13;9.6;5.2;0.0;17.1;0.0;0.6;0.2;0.0;6.0;0.0;24.0;0.0;13;22.8;49.2;0.0;0.0;1.0;0.0;24.1;0.0;3.4;42.5;31.4;0.0;13;4.6;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.9;9.9;0.0;13;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;48.5;0.0;0.0;6.8;13;0.0;0.0;0.1;0.0;1.3;0.1;0.0;0.0;0.0;16.6;2.6;13.0;13;0.2;0.0;24.5;10.7;5.5;0.0;0.0;0.0;0.0;26.6;0.0;13.5;13;24.8;0.0;24.6;16.7;11.2;0.3;0.0;7.3;11.6;0.0;1.2;0.0;13;6.9;2.8;4.6;3.0;0.0;6.0;0.0;0.0;16.4;1.4;0.4;3.7;13;2.8;0.0;0.0;0.0;0.0;0.0;51.0;0.0;0.0;0.0;6.8;30.9;13;24.6;0.0;0.0;0.0;19.9;0.0;0.0;0.0;5.7;11.4;50.2;9.2;13;0.0;1.1;0.0;2.2;8.4;0.0;0.0;0.0;4.4;37.4;35.7;23.6;13;4.2;10.2;37.2;75.8;0.0;0.6;0.0;1.0;0.0;0.0;0.0;0.0;13;32.3;2.4;2.7;37.5;0.0;0.0;0.0;25.2;0.2;0.6;15.4;1.2;13;29.4;12.4;11.6;0.0;3.2;0.2;0.2;0.2;10.0;3.0;11.0;0.0;4.2;0.0;4.2;0.0;6.0;0.2;0.0;0.2;0.0;8.8;25.2;0.0
14;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8;1.4;10.0;4.0;0.0;0.0;0.0;0.0;2.6;0.0;0.0;0.0;17.8;0.0;1.0;18.0;14;34.7;8.4;0.0;0.7;0.0;272.4;0.0;10.6;17.0;0.0;0.0;0.0;14;10.0;2.0;20.0;0.0;0.3;0.8;0.0;0.0;3.8;0.0;3.3;6.0;14;5.7;16.8;21.0;3.0;2.0;0.0;0.0;0.0;4.8;13.3;0.0;0.0;14;0.0;4.5;25.0;0.0;0.0;0.0;0.0;0.0;9.0;28.7;0.0;18.9;14;0.0;0.0;2.2;0.0;6.5;0.0;0.0;0.0;0.0;3.3;2.0;6.1;14;0.0;0.0;26.2;0.0;0.9;0.0;0.0;0.0;0.0;17.6;12.5;2.3;14;0.7;0.0;2.0;57.6;0.8;0.0;0.0;3.1;2.2;0.0;0.0;8.8;14;6.4;28.0;6.8;7.2;8.0;0.0;6.2;0.0;16.4;0.0;0.0;0.2;14;31.2;0.0;9.7;0.0;0.0;0.0;41.0;0.0;0.0;0.0;6.0;83.1;14;14.2;43.2;22.2;0.0;0.0;4.3;0.2;16.0;48.6;37.6;20.2;28.2;14;0.3;0.1;0.0;0.0;38.9;0.0;0.0;1.2;0.0;0.8;0.0;30.6;14;14.8;8.2;9.0;1.8;0.0;0.0;0.0;2.5;0.0;4.0;0.0;0.0;14;11.0;87.2;0.1;20.8;0.0;0.0;0.0;0.0;0.2;0.2;8.6;29.8;14;4.2;2.4;38.4;0.2;2.8;1.2;0.0;0.2;0.2;0.0;21.0;17.8;96.4;0.0;3.8;0.0;0.0;0.0;0.0;0.0;0.0;26.2;15.0;27.8
15;29.0;0.1;0.0;0.0;0.0;0.0;16.6;11.8;14.6;4.1;1.4;41.4;7.0;1.2;0.0;0.0;3.5;0.0;0.1;0.0;4.8;0.0;3.0;14.8;15;70.8;23.7;0.0;0.0;0.0;10.4;0.0;4.6;3.3;0.0;3.2;0.0;15;3.4;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;9.3;15;38.5;11.9;0.0;9.5;4.1;0.0;0.0;0.0;0.0;15.0;33.2;0.0;15;0.0;3.0;18.7;0.0;0.0;0.0;0.0;0.3;0.2;22.4;0.0;0.1;15;0.0;0.1;2.0;0.0;2.5;0.0;0.0;0.0;0.1;16.2;0.0;0.1;15;0.0;0.0;0.0;0.0;0.3;0.0;45.8;0.0;0.0;5.6;59.7;2.1;15;0.2;0.0;1.3;21.5;0.0;11.3;0.0;0.0;16.1;1.4;0.0;4.8;15;0.0;9.3;0.0;19.8;7.2;0.0;0.0;0.0;5.0;10.6;9.6;0.0;15;6.9;0.0;0.0;0.0;0.0;0.0;79.2;1.2;7.0;31.8;11.7;54.7;15;7.1;8.1;81.6;1.0;19.2;0.0;0.0;0.0;2.3;69.7;96.4;1.6;15;16.1;0.0;91.8;17.0;14.4;0.2;12.1;0.0;0.1;0.0;0.0;122.6;15;3.2;2.2;0.0;0.0;0.0;0.0;1.6;11.4;0.0;30.0;0.0;0.0;15;6.5;62.3;0.0;10.5;0.0;2.6;0.0;0.2;0.4;0.0;3.6;0.0;15;0.0;4.2;0.8;5.6;0.4;7.8;0.0;0.0;0.2;0.0;9.8;47.6;6.0;24.6;0.0;0.0;3.0;0.0;0.0;2.4;0.0;0.6;24.4;2.8
16;1.0;188.5;1.2;0.0;0.1;0.0;0.0;5.2;5.2;0.0;0.0;103.2;0.0;40.2;0.0;0.0;14.5;0.0;0.0;0.0;0.0;0.0;6.8;2.0;16;2.1;10.9;0.4;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;16;0.9;6.8;44.0;0.0;0.0;0.0;1.8;3.9;6.6;0.0;4.0;19.0;16;3.4;1.8;5.0;0.0;0.0;0.0;14.5;0.0;0.0;14.0;34.2;0.6;16;14.0;0.0;0.0;53.6;0.0;0.0;0.0;0.0;19.6;0.9;0.0;0.0;16;0.0;0.0;0.7;127.4;0.0;26.2;0.0;0.0;10.7;45.0;0.0;0.0;16;0.0;0.0;58.0;0.0;0.0;15.0;25.7;0.0;0.0;1.0;0.0;2.9;16;0.5;0.1;13.7;1.8;0.0;0.0;0.0;0.0;15.1;0.6;130.0;4.7;16;3.7;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.8;43.8;32.5;0.8;16;9.0;14.5;3.5;0.0;0.0;0.0;44.2;0.4;3.0;0.0;16.0;24.3;16;0.4;9.0;6.7;0.0;29.1;0.0;0.0;0.0;0.0;26.5;19.8;0.0;16;22.0;0.0;15.0;1.2;26.8;0.0;64.9;0.0;0.0;5.2;1.4;0.0;16;29.6;6.4;33.8;0.7;55.3;10.0;0.0;1.5;4.8;97.7;38.8;0.0;16;22.8;24.0;0.0;4.1;10.0;0.0;0.0;4.4;1.4;0.0;0.4;0.2;16;0.0;9.0;6.4;0.0;0.0;0.0;1.0;0.0;0.0;1.8;11.4;18.8;0.0;17.6;0.0;0.0;26.8;0.0;4.4;0.0;1.6;1.6;16.6;0.2
17;0.0;39.8;0.0;0.0;0.0;0.0;0.0;0.8;20.2;1.7;1.6;45.5;0.0;0.0;8.6;0.1;0.0;12.4;0.0;0.0;3.5;0.2;71.0;0.0;17;0.0;42.3;0.0;0.0;0.0;0.0;4.0;0.0;0.0;18.4;17.6;19.1;17;2.7;14.5;69.5;0.0;0.0;0.0;2.4;0.0;15.8;0.0;2.0;53.8;17;0.0;0.0;0.0;0.5;0.0;0.0;28.0;0.0;2.8;7.9;4.6;9.4;17;21.8;0.0;6.2;16.5;0.0;0.0;0.0;0.0;8.0;0.0;0.0;22.0;17;0.0;0.1;0.0;52.7;0.0;0.0;0.0;0.6;10.6;24.8;0.0;0.0;17;14.4;0.0;11.4;0.0;0.8;0.0;6.0;0.0;3.5;0.6;0.0;0.6;17;12.0;32.7;4.9;1.0;0.0;0.0;0.0;0.0;2.2;31.8;49.7;9.2;17;7.2;0.0;0.2;0.0;0.0;0.0;0.2;1.3;14.4;33.5;0.0;41.9;17;11.0;28.0;1.4;0.0;0.0;0.0;7.5;0.0;0.8;11.3;1.2;0.5;17;1.4;0.0;4.3;0.5;3.1;0.0;0.1;0.0;0.0;19.4;0.0;0.0;17;52.0;0.0;0.2;0.0;5.0;0.0;49.3;0.0;0.0;0.2;0.0;0.0;17;3.4;0.0;152.2;1.2;5.6;0.0;0.0;19.4;3.7;9.9;22.3;0.0;17;14.1;8.9;1.0;0.1;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2;17;0.2;24.6;20.0;0.2;0.2;0.0;0.0;0.0;0.0;26.8;3.6;0.2;0.0;2.8;1.6;0.2;2.4;0.4;0.0;7.8;0.2;0.2;0.6;0.0
18;0.0;0.5;73.3;0.0;13.4;0.0;0.0;4.2;0.4;0.0;12.0;0.8;0.0;2.6;7.8;0.0;1.4;6.9;0.2;0.0;0.0;0.0;0.0;0.0;18;0.0;0.0;8.0;3.0;6.3;0.0;3.6;0.0;0.0;10.1;1.1;0.0;18;19.4;3.5;0.0;0.0;0.0;0.0;0.0;0.0;1.2;0.0;0.0;21.2;18;0.0;0.0;0.0;0.0;1.1;0.0;28.9;0.0;6.5;15.8;10.4;6.2;18;6.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;24.4;12.9;0.7;12.0;18;0.0;2.1;0.0;1.7;0.0;0.0;0.0;4.9;13.5;26.5;3.8;0.0;18;0.8;0.0;19.2;0.0;3.6;2.4;0.4;0.2;0.0;1.1;7.8;1.9;18;0.6;0.0;0.0;0.4;4.5;0.0;0.0;0.0;0.0;83.6;59.5;3.6;18;0.0;0.0;122.0;0.0;0.0;0.0;7.3;5.6;3.0;2.2;0.0;14.1;18;0.1;21.4;0.0;0.0;2.0;0.0;1.2;0.0;9.2;4.7;0.0;0.0;18;64.4;14.1;1.4;1.5;0.3;0.0;0.5;46.3;0.0;0.0;1.5;0.6;18;1.4;0.0;0.0;0.0;0.3;0.1;0.0;0.0;0.0;0.0;0.0;0.0;18;0.6;0.0;0.8;0.9;5.6;0.0;0.0;1.9;15.8;15.9;0.8;1.3;18;0.1;2.1;0.0;0.0;0.0;20.0;0.4;0.0;2.0;0.0;0.0;0.2;18;0.2;14.6;0.4;2.8;1.0;13.2;0.0;0.0;0.0;10.6;0.0;0.0;0.0;0.0;0.0;0.0;23.6;1.2;0.0;14.2;11.8;0.0;7.0;0.0
19;105.2;18.7;5.8;2.8;19.0;0.0;0.0;2.6;0.2;0.4;0.0;0.0;0.0;0.2;3.2;0.0;0.0;0.2;0.2;0.0;0.0;52.2;0.0;0.0;19;8.6;0.0;0.0;0.0;5.9;3.4;0.0;0.0;3.0;0.5;0.0;0.0;19;0.0;1.4;0.0;21.4;0.0;16.2;0.0;0.0;0.0;0.0;0.0;0.0;19;0.0;2.5;7.2;8.0;12.8;0.0;53.9;0.0;0.0;13.1;2.8;1.7;19;22.0;6.4;0.0;0.0;0.0;0.0;0.2;0.8;0.0;6.5;17.9;0.0;19;2.9;0.8;0.0;1.4;0.0;0.0;0.0;17.8;0.0;65.7;11.9;0.0;19;13.6;4.6;0.0;0.0;45.9;0.0;0.0;0.4;0.0;2.3;5.5;56.3;19;11.7;0.1;0.0;1.9;0.0;0.0;0.0;0.0;0.0;11.1;5.4;2.0;19;0.0;0.0;3.3;0.0;2.6;0.0;3.3;0.0;2.8;6.7;0.7;1.6;19;43.4;0.2;0.0;0.0;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19;17.8;0.0;114.4;12.9;0.0;0.0;0.4;20.1;0.0;0.0;2.4;0.0;19;31.2;0.0;0.0;0.0;0.0;22.9;0.0;0.0;1.2;2.3;0.4;18.8;19;15.7;8.4;0.1;0.4;0.1;0.4;2.5;0.0;5.4;0.0;0.0;0.4;19;0.0;0.0;0.0;3.0;0.0;10.0;0.0;0.2;7.2;1.8;0.0;1.0;19;0.0;0.2;26.0;0.8;2.2;38.4;0.0;0.0;0.8;0.0;11.6;18.4;0.2;0.0;0.2;0.0;11.6;1.0;0.0;3.6;6.4;5.8;3.2;16.8
